From Greg Thompson's file at https://www.aviationweather.gov/docs/metar/stations.txt
KCVH HOLLISTER_MUNI 68 US CA 36.9 -121.41666 
KBHX HUMBOLDT_CTY/88D 732 US CA 40.5 -124.3 
KHGT HUNTER_LIGGET 310 US CA 36 -121.21666 
KNRS IMPERIAL_BEACH 15 US CA 32.56666 -117.11666 
KIPL IMPERIAL -16 US CA 32.83333 -115.58333 
KIYK INYOKERN 746 US CA 35.66666 -117.81666 
KJAQ JACKSON 518 US CA 38.36666 -120.8 
KWJF LANCASTER/FOX 712 US CA 34.73333 -118.21666 
KPOC LA_VERNE/BRACKET 304 US CA 34.1 -117.76666 
KWHP LA_/_WHITEMAN 302 US CA 34.25 -118.41666 
KNLC LEMOORE_NAS/REEV 69 US CA 36.31666 -119.95 
KLHM LINCOLN 36 US CA 38.91666 -121.35 
KLLR LITTLE_RIVER 175 US CA 39.26666 -123.75 
KLVK LIVERMORE 120 US CA 37.7 -121.81666 
KLPC LOMPOC 26 US CA 34.66666 -120.46666 
KLGB LONG_BEACH 10 US CA 33.81666 -118.15 
KSLI LOS_ALAMITOS_AAF 8 US CA 33.78333 -118.03333 
KCQT LOS_ANGELES 51 US CA 34.01666 -118.28333 
KLAX LOS_ANGELES 30 US CA 33.93333 -118.38333 
KLOX LOS_ANGELES/OXNA 20 US CA 34.2 -119.2 
KZLA LOS_ANGELS/ARTCC 819 US CA 34.63333 -118.08333 
KMAE MADERA 77 US CA 36.98333 -120.11666 
KMMH MAMMOTH/JUNE_LAK 2167 US CA 37.61666 -118.83333 
KRIX MARCH_AFB/88D 468 US CA 33.54999 -117.43333 
KMYV MARYSVILLE 18 US CA 39.1 -121.56666 
KMHR MATHER_FIELD 30 US CA 38.54999 -121.28333 
KMCC MCCLELLAN_AFB 21 US CA 38.66666 -121.4 
KMER MERCED/CASTLE_AF 58 US CA 37.38333 -120.56666 
KMCE MERCED 49 US CA 37.28333 -120.5 
KNKX MIRAMAR_NAS/SAN 138 US CA 32.86666 -117.13333 
KMZB MISSION_BAY_VOR 12 US CA 32.78333 -117.23333 
KMOD MODESTO 25 US CA 37.61666 -120.95 
KNUQ MOFFETT_NAS/MTN 9 US CA 37.4 -122.05 
KMHV MOJAVE 841 US CA 35.06666 -118.15 
KSIY MONTAGUE/SISKIYO 807 US CA 41.76666 -122.46666 
K1O5 MONTAGUE/YREKA 768 US CA 41.73333 -122.53333 
KMRY MONTEREY 51 US CA 36.58333 -121.85 
KMHS MOUNT_SHASTA 1080 US CA 41.31666 -122.31666 
KMWS MOUNT_WILSON 1745 US CA 34.23333 -118.05 
KF70 MURRIETA/TEMECUL 406 US CA 33.56666 -117.13333 
KAPC NAPA 5 US CA 38.2 -122.28333 
KEED NEEDLES 271 US CA 34.76666 -114.61666 
K3A6 NEWHALL 427 US CA 34.36666 -118.56666 
KNZY NORTH_ISLAND_NAS 4 US CA 32.7 -117.21666 
KDVO NOVATO/GNOSS_FLD 1 US CA 38.15 -122.55 
KZOA OAKLAND/ARTCC 11 US CA 37.54999 -122.01666 
KOAK OAKLAND 3 US CA 37.71666 -122.23333 
KL52 OCEANO_CNTY 3 US CA 35.1 -120.61666 
KL32 OCEANSIDE 8 US CA 33.21666 -117.35 
KOKB OCEANSIDE 7 US CA 33.21666 -117.35 
KNXF OCEANSIDE/RED-B 28 US CA 33.28333 -117.45 
KONT ONTARIO 279 US CA 34.04999 -117.58333 
KSOX ORANGE_CTY/88D 923 US CA 33.81666 -117.63333 
KVBX ORCUTT_OIL/VBG 373 US CA 34.83333 -120.4 
KOVE OROVILLE 56 US CA 39.5 -121.61666 
KOXR OXNARD 12 US CA 34.2 -119.2 
KGXA PALMDALE 927 US CA 34.56666 -117.66666 
KPMD PALMDALE 764 US CA 34.63333 -118.08333 
KPSP PALM_SPRINGS 123 US CA 33.81666 -116.5 
KPAO PALO_ALTO 2 US CA 37.46666 -122.11666 
KPRB PASO_ROBLES 249 US CA 35.66666 -120.63333 
KO69 PETALUMA 26 US CA 38.25 -122.6 
K53Q PILAR_POINT_AFS 49 US CA 37.5 -122.5 
KPVF PLACERVILLE 788 US CA 38.71666 -120.75 
KPAA POINT_ARENA 18 US CA 38.95 -123.26666 
KPGU POINT_ARGUELLO 12 US CA 34.56666 -120.35 
KNTD POINT_MUGU_NAS 1 US CA 34.11666 -119.11666 
KPYE POINT_REYES_VOR 447 US CA 38.08333 -122.86666 
KPTV PORTERVILLE 132 US CA 36.01666 -119.06666 
K87Q PT._PIEDRAS_BLAN 27 US CA 35.66666 -121.28333 
KRNM RAMONA 423 US CA 33.03333 -116.91666 
KRIU RANCHO_MURIETA 45 US CA 38.48333 -121.1 
KRBL RED_BLUFF 107 US CA 40.15 -122.25 
KRDD REDDING 152 US CA 40.51666 -122.3 
KREI REDLANDS 480 US CA 34.08333 -117.15 
KO32 REEDLEY 117 US CA 36.66666 -119.45 
KO88 RIO_VISTA 7 US CA 38.2 -121.7 
KRAL RIVERSIDE 254 US CA 33.95 -117.45 
KRIV RIVERSIDE/MARCH 454 US CA 33.86666 -117.23333 
KL39 ROMONA 427 US CA 33.03333 -116.91666 
KDAX SACRAMENTO/88D 9 US CA 38.5 -121.68333 
KSAC SACRAMENTO 5 US CA 38.5 -121.5 
KSMF SACRAMENTO/METRO 7 US CA 38.7 -121.6 
KRSA SACRAMENTO/RFC 11 US CA 38.5 -121.5 
KSTO SACRAMENTO/WFO 11 US CA 38.5 -121.5 
KSNS SALINAS 20 US CA 36.66666 -121.6 
KCPU SAN_ANDREAS 400 US CA 38.15 -120.65 
KSBD SAN_BERNARDINO 353 US CA 34.08333 -117.25 
KSQL SAN_CARLOS_AIRPO 1 US CA 37.51666 -122.25 
KNUC SAN_CLEMENTE_IS. 52 US CA 33.01666 -118.56666 
KSDB SANDBERG 1377 US CA 34.75 -118.71666 
KSDM SAN_DIEGO/BROWN 161 US CA 32.58333 -117 
KSAN SAN_DIEGO 3 US CA 32.73333 -117.18333 
KMYF SAN_DIEGO/MNTGMY 128 US CA 32.81666 -117.13333 
KSEE SAN_DIEGO/SANTEE 113 US CA 32.81666 -116.96666 
KSGX SAN_DIEGO/WFO 9 US CA 32.73333 -117.16666 
KSFO SAN_FRANCISCO 2 US CA 37.61666 -122.36666 
KSJC SAN_JOSE 13 US CA 37.36666 -121.91666 
KRHV SAN_JOSE/REID 37 US CA 37.33333 -121.81666 
KSBP SAN_LUIS_OBISPO 52 US CA 35.23333 -120.63333 
KE16 SAN_MARTIN 84 US CA 37.08333 -121.6 
KNSI SAN_NICOLAS_ISLA 161 US CA 33.23333 -119.45 
KSBA SANTA_BARBARA 2 US CA 34.43333 -119.85 
KRZS SANTA_BARBVOR 1104 US CA 34.51666 -119.76666 
KMUX SANTA_CLAR/88D 1057 US CA 37.15 -121.9 
KSMX SANTA_MARIA 73 US CA 34.9 -120.45 
KSMO SANTA_MONICA 56 US CA 34.01666 -118.45 
KSTS SANTA_ROSA 35 US CA 38.5 -122.81666 
KIZA SANTA_YNEZ 200 US CA 34.6 -120.06666 
KO87 SHELTER_COVE 21 US CA 40.01666 -124.06666 
KTVL SOUTH_LAKE_TAHOE 1907 US CA 38.9 -120 
KSCK STOCKTON 8 US CA 37.88333 -121.21666 
K4SU SUPERIOR_VALLEY 962 US CA 35.33333 -117.1 
KSVE SUSANVILLE_MUNI 1263 US CA 40.36666 -120.56666 
KTSP TEHACHAPI 1209 US CA 35.13333 -118.43333 
KTRM THERMAL/PALM_SPG -39 US CA 33.63333 -116.16666 
KTOA TORRANCE_MUNICIP 30 US CA 33.79999 -118.33333 
KTCY TRACY 51 US CA 37.68333 -121.43333 
KSUU TRAVIS_AFB/FAIRF 9 US CA 38.26666 -121.93333 
KO86 TRINITY_CENTER 729 US CA 40.98333 -122.7 
KTRK TRUCKEE_TAHOE 1800 US CA 39.31666 -120.13333 
KNTK TUSTIN_MCAS 17 US CA 33.7 -117.81666 
KNXP TWENTYNINE_PALMS 610 US CA 34.28333 -116.13333 
KUKI UKIAH 183 US CA 39.11666 -123.2 
KENI UKIAHVOR 187 US CA 39.04999 -123.26666 
KCCB UPLAND 440 US CA 34.11666 -117.68333 
KO45 VACAVILLE 33 US CA 38.38333 -121.95 
KVCB VACAVILLE 30 US CA 38.38333 -121.95 
KVBG VANDENBERG_AFB 96 US CA 34.73333 -120.58333 
KXVW VANDENBERG_RANGE 100 US CA 34.71666 -120.56666 
KVNY VAN_NUYS 241 US CA 34.21666 -118.48333 
KVTX VENTURA_CTY/88D 831 US CA 34.41666 -119.18333 
KVCV VICTORVILLE 871 US CA 34.58333 -117.38333 
KVIS VISALIA_MUNI 92 US CA 36.31666 -119.4 
KWVI WATSONVILLE 47 US CA 36.93333 -121.78333 
KO54 WEAVERVILLE 693 US CA 40.75 -122.91666 
KAKO AKRON 1431 US CO 40.16666 -103.21666 
KALS ALAMOSA 2299 US CO 37.43333 -105.86666 
KASE ASPEN 2384 US CO 39.23333 -106.86666 
K7BM BALD_MOUNTAIN 2996 US CO 38.78333 -106.21666 
K0CO BERTHOUD_PASS 3804 US CO 39.79999 -105.76666 
KBOU BOULDER_DEN/WFO 1625 US CO 40 -105.33333 
KBDU BOULDER_MUNI 1614 US CO 40.03333 -105.23333 
KBJC BROOMFIELD/JEFFC 1694 US CO 39.9 -105.1 
KBKF BUCKLEY_ANGB/DEN 1703 US CO 39.71666 -104.75 
KAEJ BUENA_VISTA 2420 US CO 38.81666 -106.11666 
KITR BURLINGTON 1285 US CO 39.23333 -102.28333 
K1V6 CANON_CITY 1658 US CO 38.43333 -105.1 
KCWN CHEYENNE_MOUNTAI 2040 US CO 38.75 -104.85 
KCOS COLORADO_SPRINGS 1886 US CO 38.81666 -104.68333 
KCRV CORONA_PASS 3538 US CO 40.04999 -105.58333 
KCEZ CORTEZ 1801 US CO 37.29999 -108.63333 
KFLY CO_SPNGS_MEADOW 2096 US CO 38.95 -104.56666 
KCAG CRAIG 1888 US CO 40.5 -107.51666 
KC99 DAKOTA_HILL 3334 US CO 39.86666 -105.55 
KRCV DEL_NORTE 2418 US CO 37.71666 -106.35 
KAJZ DELTA/BLAKE_FLD 1583 US CO 38.78333 -108.06666 
KCFO DENVER_AIR_SPACE 1672 US CO 39.78333 -104.55 
KAPA DENVER/ARAPAHOE 1791 US CO 39.56666 -104.85 
KZDV DENVER/ARTCC 1498 US CO 40.18333 -105.13333 
KDEN DENVER_DIA 1656 US CO 39.85 -104.65 
KFTG DENVER_F._RANGE 1672 US CO 39.78333 -104.55 
KDNR DENVER/STAPLETON 1608 US CO 39.75 -104.86666 
KDVC DOVE_CREEK 2131 US CO 37.79999 -108.91666 
K4V5 DURANGOAWRS 2012 US CO 37.28333 -107.86666 
KDRO DURANGO 2021 US CO 37.15 -107.76666 
KEGE EAGLE_CO._REGION 1993 US CO 39.63333 -106.91666 
KABH ELLICOTT-B_AFA 1838 US CO 38.75 -104.3 
KEIK ERIE_MUNI 1551 US CO 40.01666 -105.05 
KFLA FLAGLER 1507 US CO 39.28333 -103.06666 
KFCS FORT_CARSON 1789 US CO 38.66666 -104.76666 
KFCL FORT_COLLINS 1525 US CO 40.58333 -105.08333 
KFMM FORT_MORGAN 1376 US CO 40.33333 -103.8 
K4FC FRASER 2609 US CO 39.95 -105.83333 
KFNL FT_COLLINS/LOVEL 1529 US CO 40.45 -105.01666 
KGNB GRANBY/GRAND_CO 2500 US CO 40.08333 -105.91666 
KGJX GRAND_JUNC/MESA 3045 US CO 39.06666 -108.21666 
KGJT GRAND_JUNCTION 1475 US CO 39.13333 -108.53333 
KJNC GRAND_JUNCTION 2367 US CO 39.06666 -108.8 
KGXY GREELEY/WELD 1420 US CO 40.43333 -104.61666 
K2V9 GUNNISON/AWRS 2349 US CO 38.6 -106.91666 
KGUC GUNNISON 2337 US CO 38.51666 -106.93333 
KHBU GUNNISONVOR 2339 US CO 38.45 -107.03333 
KCHE HAYDEN_VOR 2339 US CO 40.48333 -107.21666 
KHDN HAYDEN/YAMPA 2012 US CO 40.48333 -107.21666 
KHEQ HOLYOKE 1136 US CO 40.56666 -102.28333 
K1JW JULIET_MADIS 1382 US CO 40.96666 -103.2 
K72C KIRK 1280 US CO 39.6 -102.56666 
K20V KREMMLING_AWOS 2259 US CO 40.04999 -106.36666 
KLHX LA_JUNTA 1289 US CO 38.04999 -103.51666 
K4LJ LAMAR 1103 US CO 38.08333 -102.61666 
KLAA LAMAR 1129 US CO 38.06666 -102.68333 
KVTP LA_VETA_PASS 3086 US CO 37.5 -105.16666 
KLXV LEADVILLE 3027 US CO 39.23333 -106.31666 
K1LW LIMA_MADIS 1514 US CO 40.91666 -103.7 
KLIC LIMON 1635 US CO 39.26666 -103.66666 
KLMO LONGMONT/VBRAND 1535 US CO 40.16666 -105.16666 
KEEO MEEKER 1957 US CO 40.04999 -107.88333 
K1MW MIKE_MADIS 1338 US CO 40.7 -103.48333 
KMYP MONARCH_PASS 3629 US CO 38.48333 -106.31666 
KMTJ MONTROSE 1755 US CO 38.5 -107.9 
KMNH MONUMENT/ELBERT 2152 US CO 39.21666 -104.65 
K3MW MT_WERNER_SBS 3241 US CO 40.45 -106.75 
K1NW NOVEMBER_MADIS 1461 US CO 40.63333 -103.83333 
KAIB NUCLA/HOPKINS_F 1811 US CO 38.23333 -108.56666 
K1OW OSCAR_MADIS 1650 US CO 40.88333 -104 
KPSO PAGOSA_SPRINGS 2332 US CO 37.28333 -107.05 
KPEF PETERSON_AFB 1881 US CO 38.78333 -104.71666 
KPUX PUEBLO_CTY_88D 1600 US CO 38.46666 -104.18333 
KPUB PUEBLO 1441 US CO 38.28333 -104.5 
K4V0 RANGELY 1602 US CO 40.1 -108.76666 
KCCU RED_CLIFF_PASS 3672 US CO 39.48333 -106.15 
KDBL RED_TABLE_VOR 3584 US CO 39.43333 -106.9 
KRIL RIFLE 1683 US CO 39.53333 -107.73333 
K04V SAGUACHE_MUNI 2389 US CO 38.1 -106.16666 
KANK SALIDA 2293 US CO 38.53333 -106.05 
KS29 SALIDA 2282 US CO 38.51666 -106.01666 
KSHM SCHRIEVER_AFB 1900 US CO 38.79999 -104.51666 
KSPD SPRINGFIELD 1340 US CO 37.28333 -102.61666 
KSBS STEAMBOAT_SPRING 2097 US CO 40.51666 -106.86666 
KSTK STERLING 1228 US CO 40.61666 -103.26666 
KSTR STRATTON 1345 US CO 39.29999 -102.6 
K5SM SUNLIGHT 3229 US CO 39.43333 -107.38333 
KTEX TELLURIDE_REGION 2760 US CO 37.95 -107.9 
KTBE TOBE/VOR 1747 US CO 37.26666 -103.6 
KTAD TRINIDAD/ANIMAS 1751 US CO 37.26666 -104.33333 
KAFF USAF_ACADEMY/COS 2003 US CO 38.96666 -104.81666 
K33V WALDEN 2486 US CO 40.75 -106.28333 
K4V1 WALSENBURG 1847 US CO 37.7 -104.78333 
KC07 WALTON_PEAK 3224 US CO 40.35 -106.7 
K4BM WILKERSON_PASS 3432 US CO 39.04999 -105.51666 
KC96 WINTER_PARK 2740 US CO 40 -105.86666 
KCPW WOLF_CREEK_PASS 3570 US CO 37.45 -106.8 
K2V5 WRAY 1117 US CO 40.1 -102.25 
K2V6 YUMA 1257 US CO 40.1 -102.71666 
KBDR BRIDGEPORT 5 US CT 41.16666 -73.13333 
KSNC CHESTER 114 US CT 41.38333 -72.5 
KDXR DANBURY 138 US CT 41.36666 -73.48333 
KGON GROTON/NEW_LONDO 2 US CT 41.33333 -72.05 
KHFD HARTFORD/BRAINAR 3 US CT 41.73333 -72.65 
K5B0 MANSFIELD 76 US CT 41.75 -72.16666 
KMMK MERIDEN 30 US CT 41.51666 -72.83333 
KHVN NEW_HAVEN/TWEED 4 US CT 41.26666 -72.88333 
KOXC OXFORD/WATERBURY 211 US CT 41.46666 -73.13333 
K5B3 PUTNAM 91 US CT 41.06666 -73.61666 
KIJD WILLIMANTIC 73 US CT 41.75 -72.18333 
KBDL WINDSOR_LOCKS 52 US CT 41.93333 -72.68333 
KDOV DOVER_AFB 6 US DE 39.11666 -75.46666 
K33N DOVER/CHESWOLD 17 US DE 39.21666 -75.59999 
KDOX DOVER/ELLENDALE 15 US DE 38.83333 -75.43333 
KGED GEORGETOWN 15 US DE 38.68333 -75.36666 
KILG WILMINGTON 22 US DE 39.66666 -75.59999 
KAAF APALACHICOLA 5 US FL 29.73333 -85.03333 
KAQQ APALACHICOLA 5 US FL 29.73333 -85.03333 
K90J ASTOR 33 US FL 29.11666 -81.56666 
KAGR AVON_PARK 20 US FL 27.65 -81.33333 
KBOW BARTOW_MUNICIPAL 38 US FL 27.93333 -81.76666 
KBCT BOCA_RATON 3 US FL 26.38333 -80.09999 
K1J0 BONIFAY_TRI-CTY 26 US FL 30.85 -85.6 
KBKV BROOKSVILLE 21 US FL 28.46666 -82.45 
KXMR CAPE_CANAVERAL 5 US FL 28.46666 -80.56666 
KNZC CECIL_FIELD_NAS 25 US FL 30.21666 -81.86666 
KCLW CLEARWATER 21 US FL 27.98333 -82.75 
K2IS CLEWISTOWN 5 US FL 26.73333 -81.05 
KCEW CRESTVIEW 47 US FL 30.78333 -86.51666 
KCTY CROSS_CITY 12 US FL 29.63333 -83.09999 
KCGC CRYSTAL_RIVER 3 US FL 28.86666 -82.56666 
KDAB DAYTONA_BEACH 8 US FL 29.18333 -81.06666 
K54J DE_FUNIAK_SPRNGS 87 US FL 30.73333 -86.15 
KDED DELAND 21 US FL 29.06666 -81.28333 
KDTS DESTIN 5 US FL 30.4 -86.46666 
KEGI DUKE_FLD/EGLIN 59 US FL 30.65 -86.51666 
KEVX EGLIN_AFB/88D 43 US FL 30.56666 -85.91666 
KVPS EGLIN_AFB/VALPAR 21 US FL 30.46666 -86.51666 
KEGC EVERGLADES_CITY 2 US FL 25.85 -81.38333 
KFHB FERNANDINA_BEACH 4 US FL 30.61666 -81.46666 
KFIN FLAGLER_CNTY 10 US FL 29.46666 -81.2 
KFLM FLAMINGO/MONROE 2 US FL 25.13333 -80.91666 
KFMY FORT_MYERS 4 US FL 26.58333 -81.86666 
KRSW FORT_MYERS 8 US FL 26.53333 -81.75 
KFPR FORT_PIERCE 7 US FL 27.5 -80.38333 
KFXE FT_LAUDERD/EXEC 3 US FL 26.2 -80.18333 
KFLL FT_LAUDERD/HOLLY 1 US FL 26.06666 -80.15 
KGNV GAINESVILLE 41 US FL 29.7 -82.28333 
KHWO HOLLYWOOD 2 US FL 26 -80.23333 
KHST HOMESTEAD_AFB 1 US FL 25.48333 -80.36666 
KHRT HURLBURT_FIELD 10 US FL 30.41666 -86.68333 
KIMM IMMOKALEE 11 US FL 26.43333 -81.4 
KINF INVERNESS 14 US FL 28.8 -82.31666 
KX40 INVERNESS 15 US FL 28.8 -82.31666 
KZJX JACKSONVIL/ARTCC 2 US FL 30.68333 -81.9 
KVQQ JACKSONVIL/CECIL 21 US FL 30.21666 -81.88333 
KCRG JACKSONVIL/CRAIG 12 US FL 30.33333 -81.51666 
KHEG JACKSONVIL/HERLO 25 US FL 30.28333 -81.8 
KJAX JACKSONVILLE 8 US FL 30.5 -81.68333 
KNIP JACKSONVILLE_NAS 3 US FL 30.23333 -81.66666 
KNEN JACKSONVIL/NAVAL 30 US FL 30.35 -81.88333 
K42J KEYSTONE_HEIGHTS 57 US FL 29.85 -82.05 
KBYX KEY_W/BOCA_CHICA 2 US FL 24.6 -81.7 
KEYW KEY_WEST 1 US FL 24.55 -81.75 
KKEY KEY_WEST 5 US FL 24.55 -81.78333 
KNQX KEY_WEST_NAS 2 US FL 24.56666 -81.66666 
KISM KISSIMMEE/ORLAND 25 US FL 28.28333 -81.43333 
KX14 LA_BELLE 6 US FL 26.73333 -81.43333 
KLCQ LAKE_CITY 59 US FL 30.18333 -82.58333 
KLAL LAKELAND_REGIONA 39 US FL 27.98333 -82.01666 
KX07 LAKE_WALES 36 US FL 27.9 -81.61666 
KLNA LANTANA/PALM_BEA 3 US FL 26.6 -80.08333 
KLEE LEESBURG 21 US FL 28.81666 -81.81666 
K24J LIVE_OAK/SUWANNE 30 US FL 30.3 -83.03333 
KMCF MACDILL_AFB/TAMP 3 US FL 27.85 -82.51666 
KMTH MARATHON 1 US FL 24.73333 -81.05 
KMKY MARCO_ISLAND 2 US FL 26 -81.66666 
KMAI MARIANNA 33 US FL 30.83333 -85.18333 
KNRB MAYPORT_NAS 4 US FL 30.38333 -81.41666 
KMLB MELBOURNE 7 US FL 28.1 -80.65 
KCOI MERRITT_ISLAND 2 US FL 28.33333 -80.68333 
KAMX MIAMI/88D 4 US FL 25.61666 -80.41666 
KZMA MIAMI/ARTCC 3 US FL 25.76666 -80.18333 
KMBF MIAMI_BEACH 1 US FL 25.76666 -80.13333 
KTMB MIAMI/EXECUTIVE 2 US FL 25.65 -80.43333 
KMIA MIAMI 1 US FL 25.8 -80.31666 
KOPF MIAMI/OPA_LOCKA 1 US FL 25.91666 -80.28333 
KMFL MIAMI/WFO 5 US FL 25.75 -80.36666 
KNDZ MILTON/WHITING_S 51 US FL 30.7 -87.01666 
KAPF NAPLES_MUNICIPAL 2 US FL 26.15 -81.76666 
KTTS NASA_SHUTTLE_FCL 1 US FL 28.58333 -80.66666 
KNHC NATL_HURR_CENTER 3 US FL 25.73333 -80.26666 
KRRF NEW_PORT_RICHEY 12 US FL 28.18333 -82.63333 
KEVB NEW_SMYRNA_BEACH 2 US FL 29.05 -80.95 
KF45 NORTH_PALM_BEACH 6 US FL 26.85 -80.21666 
KOCF OCALA_MUNI 24 US FL 29.16666 -82.21666 
KOCR OCEAN_REEF 2 US FL 25.3 -80.26666 
KOBE OKEECHOBEE_CTY 11 US FL 27.26666 -80.84999 
KMCO ORLANDO 27 US FL 28.41666 -81.33333 
KORL ORLANDO 32 US FL 28.55 -81.33333 
KOMN ORMOND_BEACH_VOR 7 US FL 29.3 -81.11666 
K28J PALATKA_MUNI 9 US FL 29.65 -81.68333 
KXFL PALM_COAST 10 US FL 29.46666 -81.2 
KECP PANAMA_CITY 17 US FL 30.35 -85.8 
KPFN PANAMA_CITY 12 US FL 30.2 -85.68333 
KCOF PATRICK_AFB/COCO 1 US FL 28.23333 -80.59999 
KPNS PENSACOLA 34 US FL 30.48333 -87.18333 
KNPA PENSACOLA_NAS 6 US FL 30.35 -87.31666 
K40J PERRY_FOLEY 12 US FL 30.06666 -83.56666 
KFPY PERRY_FOLEY 12 US FL 30.06666 -83.56666 
K54A PLACIDA 2 US FL 26.85 -82.25 
KPCM PLANT_CITY_MUNI 43 US FL 28 -82.16666 
KPMP POMPANO_BEACH 4 US FL 26.25 -80.11666 
KX41 PORT_RICHEY 12 US FL 28.35 -82.61666 
KPGD PUNTA_GORDA 7 US FL 26.91666 -82 
K2J9 QUINCY 62 US FL 30.6 -84.55 
KSFB SANFORD/ORLANDO 16 US FL 28.76666 -81.23333 
KSRQ SARASOTA/BRADENT 5 US FL 27.4 -82.56666 
KX26 SEBASTIAN 5 US FL 27.81666 -80.5 
KSEF SEBRING 17 US FL 27.45 -81.34999 
KSGJ ST_AUGUSTINE 2 US FL 29.96666 -81.33333 
KSPG ST_PETERS/ALBERT 1 US FL 27.76666 -82.63333 
KPIE ST_PETERSBURG 1 US FL 27.91666 -82.68333 
KSUA STUART/WITHAM 4 US FL 27.18333 -80.21666 
KTLH TALLAHASSEE 17 US FL 30.4 -84.35 
KTAE TALLAHASSEE/WFO 16 US FL 30.4 -84.33333 
KTBW TAMPA_BAY/RUSKIN 12 US FL 27.7 -82.4 
KTPA TAMPA 2 US FL 27.96666 -82.53333 
KTPF TAMPA/O_KNIGHT 1 US FL 27.91666 -82.45 
KVDF TAMPA/VANDENBURG 5 US FL 28.01666 -82.33333 
KVVG THE_VILLAGES 27 US FL 28.96666 -81.96666 
KTIX TITUSVILLE 10 US FL 28.5 -80.8 
KPAM TYNDALL_AFB 4 US FL 30.06666 -85.56666 
KTDR TYNDALL_DRONE 4 US FL 30.05 -85.51666 
KVNC VENICE 4 US FL 27.06666 -82.43333 
KTRV VERO_BEACH 10 US FL 27.65 -80.41666 
KVRB VERO_BEACH 7 US FL 27.65 -80.41666 
KPBI WEST_PALM_BEACH 4 US FL 26.68333 -80.09999 
KNSE WHITING_FLD_NAS 56 US FL 30.73333 -87.01666 
KX60 WILLISTON 21 US FL 29.35 -82.46666 
KGIF WINTER_HAVEN 44 US FL 28.06666 -81.75 
KZPH ZEPHYRHILLS 26 US FL 28.23333 -82.15 
KABY ALBANY 60 US GA 31.53333 -84.2 
KAMG ALMA 61 US GA 31.53333 -82.5 
KACJ AMERICUS 140 US GA 32.11666 -84.18333 
KAHN ATHENS 241 US GA 33.95 -83.33333 
KZTL ATLANTA/ARTCC 312 US GA 33.38333 -84.33333 
KFTY ATLANTA/FULTON 245 US GA 33.78333 -84.51666 
KATL ATLANTA 309 US GA 33.63333 -84.45 
KPUJ ATLANTA/PAULDING 385 US GA 33.91666 -84.93333 
KALR ATLANTA_RFC 248 US GA 33.36666 -84.56666 
KATR ATLANTA/RFC 312 US GA 33.36666 -84.56666 
KAGS AUGUSTA/BUSH 40 US GA 33.36666 -81.96666 
KDNL AUGUSTA/DANIEL 126 US GA 33.46666 -82.03333 
KBGE BAINBRIDGE 40 US GA 30.96666 -84.63333 
KBHC BAXLEY_MUNI 61 US GA 31.71666 -82.4 
KDZJ BLAIRSVILLE 578 US GA 34.85 -84 
K11J BLAKELY_EARLY_C 65 US GA 31.4 -84.9 
KBIJ BLAKELY_EARLY_C 63 US GA 31.4 -84.9 
KBQK BRUNSWICK/GLYNCO 7 US GA 31.25 -81.46666 
KSSI BRUNSWICK 6 US GA 31.15 -81.38333 
K6A1 BUTLER 198 US GA 32.56666 -84.25 
KCZL CALHOUN 197 US GA 34.46666 -84.93333 
KCXU CAMILLA 48 US GA 31.21666 -84.23333 
K18A CANON 260 US GA 34.35 -83.13333 
K47A CANTON/CHEROKEE 372 US GA 34.31666 -84.41666 
KCNI CANTON/CHEROKEE 371 US GA 34.31666 -84.41666 
KCTJ CARROLLTON/GRAY 351 US GA 33.63333 -85.15 
KVPC CARTERSVILLE 234 US GA 34.1 -84.85 
KCWV CLAXTON/EVANS_CO 32 US GA 32.2 -81.86666 
K48A COCHRAN 115 US GA 32.4 -83.26666 
KCSG COLUMBUS 120 US GA 32.51666 -84.95 
KCKF CORDELE 92 US GA 31.98333 -83.76666 
KAJR CORNELIA 441 US GA 34.5 -83.55 
K9A1 COVINGTON 247 US GA 33.63333 -83.84999 
KCVC COVINGTON 240 US GA 33.63333 -83.84999 
KDNN DALTON 216 US GA 34.71666 -84.86666 
KMGE DOBBINS_AFB/MARI 309 US GA 33.91666 -84.51666 
K17J DONALDSON 42 US GA 31 -84.86666 
KDQH DOUGLAS_MUNI 76 US GA 31.48333 -82.86666 
KDBN DUBLIN 90 US GA 32.56666 -82.98333 
KEZM EASTMAN 86 US GA 32.21666 -83.13333 
K27A ELBERTON_PATZ_F 184 US GA 34.1 -82.81666 
KEBA ELBERTON_PATZ_F 180 US GA 34.1 -82.81666 
KFZG FITZGERALD 105 US GA 31.68333 -83.26666 
KLSF FT_BENNING/COLUM 68 US GA 32.31666 -84.96666 
KLHW FT_STEWART/WRIGH 14 US GA 31.88333 -81.56666 
KGVL GAINESVILLE 387 US GA 34.26666 -83.83333 
K49A GILMORE_COUNTY 449 US GA 34.63333 -84.53333 
K3J7 GREENSBORO 207 US GA 33.6 -83.13333 
K6A2 GRIFFIN-SPALDING 290 US GA 33.23333 -84.26666 
K4A7 HAMPTON/CLAY_CNT 266 US GA 33.38333 -84.33333 
KHMP HAMPTON/HENRY 263 US GA 33.38333 -84.33333 
KAZE HAZELHURST 78 US GA 31.88333 -82.65 
KHOE HOMERVILLE 56 US GA 31.05 -82.78333 
KJZP JASPER 462 US GA 34.45 -84.46666 
